** Cluster Picker Results **
Cluster Picker v 1.2.5
Input sequences =	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1.fasta
Input tree =	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1.nwk
Initial support threshold=	90.0
Support threshold=	90.0
Genetic distance threshold=	0.02
Large cluster threshold=	2147483647
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1ta_alnedited_subtypeF1_clusterPicks.fas
Output tree=	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1_clusterPicks.nwk
Output figtree=	\\wsl.localhost\Ubuntu-20.04\home\gabalves\ClusterPicker\Corrigido\ALRT90\alnedited_subtypeF1_clusterPicks.nwk.figTree
-------------------------
There are	4493	sequences
Tree has	4493	tips
Found	281	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
179	2	2	[KEXV01011713|Brazil|SaoPaulo|2015-01-15, MN237406|Brazil|SaoPaulo|2015-01-15]	99.9	0.0
180	2	2	[HV0022|Brazil|Bahia|2014-08-26, HV0032|Brazil|Bahia|2014-10-14]	99.8	0.00980392156862745
181	2	2	[KEXV01005224|Brazil|Goias|2014-01-15, KEXV01033885|Brazil|Goias|2016-01-15]	97.3	0.0196078431372549
182	2	2	[KJ194752|Romania|2012-01-15, KX159005|Romania|2013-01-15]	96.6	0.012745098039215686
183	2	2	[DQ660131|Mozambique|2004-01-15, EU068361|Angola|2001-01-15]	92.9	9.80392156862745E-4
184	2	2	[KEXV01011916|Brazil|SaoPaulo|2015-01-15, MN236826|Brazil|SaoPaulo|2015-01-15]	98.1	0.0
185	2	2	[KEXV01011521|Brazil|SaoPaulo|2014-01-15, MN236236|Brazil|SaoPaulo|2014-01-15]	100.0	0.0
186	2	2	[KY640146|Brazil|SaoPaulo|2015-01-15, MN237483|Brazil|SaoPaulo|2015-01-15]	100.0	0.0
187	2	2	[HV0079|Brazil|Bahia|2014-11-07, KX838821|Brazil|SaoPaulo|2015-01-15]	92.8	0.01568627450980392
188	2	2	[MT571266|UnitedKingdom|2014-01-15, MT571267|UnitedKingdom|2014-01-15]	99.8	0.0
189	2	2	[KEXV01033772|Brazil|Goias|2016-01-15, MN509146|Brazil|Goias|2014-01-15]	94.8	0.008823529411764706
190	2	2	[MN509122|Brazil|Goias|2014-01-15, MT417748|Belgium|2017-01-15]	94.8	0.0058823529411764705
191	2	2	[KJ194795|Romania|2011-01-15, MH663719|UnitedKingdom|2012-01-15]	92.6	0.01764705882352941
192	2	2	[KT355949|Brazil|Pernambuco|Recife|2009-01-15, KT355951|Brazil|Pernambuco|Recife|2009-01-15]	100.0	0.0029411764705882353
193	3	3	[KY640019|Brazil|SaoPaulo|2015-01-15, KEXV01011829|Brazil|SaoPaulo|2015-01-15, MN236741|Brazil|SaoPaulo|2015-01-15]	99.9	0.0
194	4	4	[MF403325|Spain|2012-01-15, MH471851|Germany|2013-01-15, MT787928|Italy|2013-01-15, MT788030|Italy|2014-01-15]	95.2	0.0058823529411764705
195	2	2	[MF403326|Spain|2013-01-15, MF403330|Spain|2013-01-15]	94.7	0.0029411764705882353
196	2	2	[MT787920|Italy|2012-01-15, MT788308|Italy|2012-01-15]	99.1	0.0
197	2	2	[KEXV01011960|Brazil|SaoPaulo|2015-01-15, MN236874|Brazil|SaoPaulo|2015-01-15]	99.4	0.0
198	2	2	[EU293507|Brazil|SaoPaulo|Santos|2006-01-15, HM118103|Brazil|SaoPaulo|Santos|2006-01-15]	99.9	0.004901960784313725
199	2	2	[KY514084|Spain|2014-01-15, MN014548|Spain|2014-01-15]	98.4	0.0058823529411764705
200	4	4	[MT417762|BE|2019-01-15, MT417763|BE|2019-01-15, MT417764|Belgium|2017-01-15, MT417765|Belgium|2017-01-15]	90.3	0.012745098039215686
201	2	2	[MT788128|Italy|2016-01-15, MT788132|Italy|2016-01-15]	100.0	9.80392156862745E-4
202	2	2	[MN971876|Brazil|Maranhao|2016-01-15, KEXV01034262|Brazil|Maranhao|2016-01-15]	100.0	0.0
203	2	2	[KEXV01044448|Brazil|SaoPaulo|2016-01-15, KEXV01046263|Brazil|SaoPaulo|2017-01-15]	100.0	0.00392156862745098
204	3	3	[EU553036|Romania|2003-01-15, EU553130|Romania|2005-01-15, EU553158|Romania|2005-01-15]	100.0	0.011764705882352941
205	3	3	[JQ083054|Romania|2007-01-15, KJ194691|Romania|2011-01-15, KJ194692|Romania|2011-01-15]	99.7	0.01764705882352941
206	2	2	[KJ194735|Romania|2012-01-15, KJ194773|Romania|2012-01-15]	94.4	0.004901960784313725
207	2	2	[AB864437|Japan|2012-01-15, KJ194681|Romania|2012-01-15]	99.7	0.016666666666666666
208	3	3	[KEXV01015234|Brazil|SaoPaulo|2014-01-15, KEXV01015504|Brazil|SaoPaulo|2015-01-15, KEXV01044731|Brazil|SaoPaulo|2016-01-15]	100.0	0.018627450980392157
209	2	2	[JQ083071|Romania|2007-01-15, JX300779|Romania|2007-01-15]	99.9	0.0
210	2	2	[KEXV01011714|Brazil|SaoPaulo|2015-01-15, MN236594|Brazil|SaoPaulo|2015-01-15]	99.4	0.0
211	2	2	[AB485658|Romania|1996-01-15, AF447853|Romania|1994-01-15]	100.0	9.80392156862745E-4
212	2	2	[HM191564|Romania|2003-01-15, JQ280931|Romania|2003-01-15]	95.7	0.010784313725490196
213	7	7	[MT570389|UnitedKingdom|2015-01-15, MT570393|UnitedKingdom|2015-01-15, MT570478|UnitedKingdom|2015-01-15, MT571150|UnitedKingdom|2014-01-15, MT571171|UnitedKingdom|2014-01-15, OK583998|Spain|2015-01-15, ON703535|Spain|2015-01-15]	98.7	0.0058823529411764705
214	2	2	[KEXV01011314|Brazil|Piaui|2014-01-15, MN235993|Brazil|SaoPaulo|2014-01-15]	100.0	0.0
215	6	6	[JN010226|Spain|2010-01-15, JN010247|Spain|2010-01-15, KJ883114|Spain|2012-01-15, KU685573|Spain|2015-01-15, KY989955|Spain|2015-01-15, KJ883147|Spain|2010-01-15]	92.3	0.0196078431372549
216	2	2	[JQ083003|Romania|2004-01-15, JQ280925|Romania|2003-01-15]	91.0	0.012745098039215686
217	2	2	[HM191566|Romania|2003-01-15, JQ280938|Romania|2003-01-15]	99.5	0.011764705882352941
218	2	2	[JQ082990|Romania|2003-01-15, JQ280929|Romania|2003-01-15]	99.2	0.00980392156862745
219	2	2	[EU553005|Romania|2003-01-15, EU553231|Romania|2006-01-15]	100.0	0.013725490196078431
220	2	2	[AF204039|Romania|1993-01-15, AY901736|UnitedStates|1994-01-15]	91.9	0.013725490196078431
221	2	2	[JQ083032|Romania|2007-01-15, JX300667|Romania|2007-01-15]	97.6	0.00784313725490196
222	3	3	[KY640036|Brazil|SaoPaulo|2015-01-15, KEXV01011945|Brazil|SaoPaulo|2015-01-15, MN236852|Brazil|SaoPaulo|2015-01-15]	99.8	0.0
223	2	2	[HM191559|Romania|2003-01-15, JQ280927|Romania|2003-01-15]	97.5	0.011764705882352941
224	3	3	[EU553057|Romania|2003-01-15, EU553137|Romania|2005-01-15, EU553208|Romania|2006-01-15]	99.7	0.0196078431372549
225	2	2	[EU553003|Romania|2003-01-15, EU553214|Romania|2006-01-15]	100.0	0.0196078431372549
226	2	2	[EU553167|Romania|2005-01-15, EU553251|Romania|2006-01-15]	100.0	0.012745098039215686
227	2	2	[EU552958|Romania|2003-01-15, EU553001|Romania|2003-01-15]	99.6	0.004901960784313725
228	2	2	[EU553243|Romania|2006-01-15, EU553262|Romania|2007-01-15]	99.4	0.006862745098039216
229	2	2	[EU553226|Romania|2006-01-15, EU553249|Romania|2006-01-15]	99.2	0.00980392156862745
230	2	2	[HM191558|Romania|2003-01-15, JQ082986|Romania|2003-01-15]	99.6	0.004901960784313725
231	2	2	[KJ883089|Spain|2011-01-15, KT276257|Spain|2014-01-15]	95.2	0.011764705882352941
232	2	2	[KJ883102|Spain|2011-01-15, KJ883117|Spain|2012-01-15]	91.3	0.006862745098039216
233	2	2	[EU553209|Romania|2006-01-15, EU553254|Romania|2006-01-15]	100.0	0.00196078431372549
234	2	2	[EU553021|Romania|2003-01-15, EU553204|Romania|2006-01-15]	99.8	0.008823529411764706
235	2	2	[EU552943|Romania|2005-01-15, EU553222|Romania|2006-01-15]	99.5	0.004901960784313725
236	3	3	[KJ194753|Romania|2012-01-15, KP231376|Romania|2013-01-15, KP231387|Romania|2012-01-15]	94.5	0.0058823529411764705
237	2	2	[EU553012|Romania|2003-01-15, EU553039|Romania|2003-01-15]	100.0	0.006862745098039216
238	2	2	[EU552961|Romania|2003-01-15, EU553009|Romania|2003-01-15]	99.6	0.014705882352941176
239	2	2	[EU553071|Romania|2003-01-15, EU553113|Romania|2005-01-15]	99.8	0.01568627450980392
240	2	2	[EU553028|Romania|2003-01-15, EU553159|Romania|2005-01-15]	99.0	0.018627450980392157
241	3	3	[EU553111|Romania|2004-01-15, EU553153|Romania|2005-01-15, EU553227|Romania|2006-01-15]	99.9	0.01568627450980392
242	2	2	[EU552964|Romania|2003-01-15, EU553081|Romania|2004-01-15]	99.4	0.010784313725490196
243	2	2	[EU553094|Romania|2004-01-15, EU553232|Romania|2006-01-15]	100.0	0.014705882352941176
244	2	2	[EU553217|Romania|2006-01-15, EU553256|Romania|2007-01-15]	99.3	0.00980392156862745
245	3	3	[KJ194739|Romania|2012-01-15, KJ194774|Romania|2012-01-15, KJ194800|Romania|2012-01-15]	91.2	0.00784313725490196
246	4	4	[KM284389|Poland|2012-01-15, MH472321|Germany|2016-01-15, MH472454|Germany|2017-01-15, MT570436|UnitedKingdom|2015-01-15]	98.4	0.01568627450980392
247	2	2	[EU553102|Romania|2004-01-15, EU553177|Romania|2005-01-15]	94.0	0.012745098039215686
248	2	2	[EU553051|Romania|2003-01-15, EU553103|Romania|2004-01-15]	99.5	0.013725490196078431
249	3	3	[KJ194702|Romania|2012-01-15, KJ194710|Romania|2012-01-15, MN133179|Italy|2014-01-15]	94.6	0.010784313725490196
250	2	2	[KU685562|Spain|2014-01-15, MN014554|Spain|2015-01-15]	92.3	0.006862745098039216
251	2	2	[EU553026|Romania|2003-01-15, EU553252|Romania|2006-01-15]	92.5	0.01568627450980392
252	4	4	[EU552948|Romania|2003-01-15, EU553031|Romania|2003-01-15, EU553068|Romania|2003-01-15, EU553091|Romania|2004-01-15]	99.4	0.008823529411764706
253	2	2	[EU553100|Romania|2004-01-15, EU553144|Romania|2005-01-15]	99.9	0.006862745098039216
254	2	2	[KU685577|Spain|2015-01-15, KY989957|Spain|2015-01-15]	98.9	0.0029411764705882353
255	2	2	[EU553162|Romania|2005-01-15, EU553193|Romania|2005-01-15]	97.9	0.00392156862745098
256	2	2	[EU553042|Romania|2003-01-15, EU553125|Romania|2005-01-15]	99.9	0.01568627450980392
257	3	3	[KJ194751|Romania|2012-01-15, KJ194776|Romania|2012-01-15, KJ194818|Romania|2013-01-15]	90.4	0.013725490196078431
258	2	2	[EU552954|Romania|2003-01-15, EU553143|Romania|2005-01-15]	99.9	0.004901960784313725
259	4	4	[EU553038|Romania|2003-01-15, EU553104|Romania|2004-01-15, EU553184|Romania|2005-01-15, EU553259|Romania|2007-01-15]	99.6	0.013725490196078431
260	3	3	[EU553069|Romania|2003-01-15, EU553116|Romania|2005-01-15, EU553257|Romania|2007-01-15]	99.3	0.016666666666666666
261	2	2	[EU553013|Romania|2003-01-15, EU553190|Romania|2005-01-15]	99.2	0.010784313725490196
262	2	2	[KJ194741|Romania|2012-01-15, KJ194823|Romania|2013-01-15]	96.4	0.011764705882352941
263	2	2	[MH471670|Germany|2013-01-15, MT570537|UnitedKingdom|2016-01-15]	97.7	0.006862745098039216
264	2	2	[MT570543|UnitedKingdom|2016-01-15, MT570661|UnitedKingdom|2016-01-15]	98.5	0.0
265	2	2	[MK177659|Spain|2015-01-15, MK177660|Spain|2016-01-15]	91.6	9.80392156862745E-4
266	2	2	[MK177749|Spain|2016-01-15, MK177752|Spain|2016-01-15]	92.0	0.0029411764705882353
267	3	3	[EU553061|Romania|2003-01-15, EU553092|Romania|2004-01-15, EU553119|Romania|2005-01-15]	99.5	0.014705882352941176
268	2	2	[EU552983|Romania|2003-01-15, EU553105|Romania|2004-01-15]	96.2	0.012745098039215686
269	2	2	[EU553070|Romania|2003-01-15, EU553075|Romania|2004-01-15]	99.8	0.014705882352941176
270	2	2	[EU553015|Romania|2003-01-15, EU553205|Romania|2006-01-15]	100.0	0.006862745098039216
271	4	4	[EU553109|Romania|2004-01-15, EU553128|Romania|2005-01-15, EU553203|Romania|2006-01-15, EU553223|Romania|2006-01-15]	99.7	0.013725490196078431
272	3	3	[MK177696|Spain|2016-01-15, MK177697|Spain|2017-01-15, MK177701|Spain|2018-01-15]	95.3	0.006862745098039216
273	3	3	[KJ883100|Spain|2011-01-15, KJ883113|Spain|2012-01-15, KJ883131|Spain|2013-01-15]	94.5	0.010784313725490196
274	2	2	[EU552965|Romania|2003-01-15, EU553117|Romania|2005-01-15]	97.2	0.013725490196078431
275	3	3	[EU553095|Romania|2004-01-15, EU553136|Romania|2005-01-15, EU553170|Romania|2005-01-15]	100.0	0.014705882352941176
276	3	3	[MT788231|IT|2018-01-15, MW489807|IT|2018-01-15, MT788236|IT|2018-01-15]	95.6	0.00784313725490196
277	2	2	[EU553133|Romania|2005-01-15, EU553263|Romania|2007-01-15]	100.0	0.016666666666666666
278	3	3	[EU553046|Romania|2003-01-15, EU553118|Romania|2005-01-15, EU553233|Romania|2006-01-15]	99.8	0.00980392156862745
279	2	2	[EU552975|Romania|2003-01-15, EU553171|Romania|2005-01-15]	99.8	0.012745098039215686
280	2	2	[EU553059|Romania|2003-01-15, EU553132|Romania|2005-01-15]	100.0	0.00980392156862745
281	2	2	[EU553122|Romania|2005-01-15, EU553173|Romania|2005-01-15]	100.0	0.01764705882352941
-------------------------
